feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Coprococcus__comes,Control_type,Paraffin,0.382356832500548,0.66186075090836,262,32,0.563974565284378,PCR,0.805831422284208
Blautia__sp.__SC05B48,Control_type,Paraffin,0.456193698170639,0.790486235972253,262,32,0.564375558958612,PCR,0.805831422284208
Wansuia__hejianensis,Control_type,Paraffin,0.381637984175313,0.661005039426718,262,31,0.564203584596233,PCR,0.805831422284208
Ruminococcus__sp.__FMB.CY1,Control_type,Paraffin,0.298221114324415,0.516484978903384,262,27,0.56417321825537,PCR,0.805831422284208
Mesorhizobium__sp.__M2A.F.Ca.ET.043.05.1.1,Control_type,Paraffin,-0.311636827434109,0.54144405470015,262,31,0.56541409353873,PCR,0.8067897007219305
Xanthomonas__oryzae,Control_type,Paraffin,0.374644138587336,0.651913017609476,262,38,0.566009537300602,PCR,0.8069784132316303
Staphylococcus__capitis,Control_type,Paraffin,0.761703946351675,1.32635891565577,262,94,0.56628129999542,PCR,0.8069784132316303
Variovorax__sp.__38R,Control_type,Paraffin,0.436616841123946,0.761158056945303,262,44,0.566727351835611,PCR,0.8069991419061254
Burkholderia__metallica,Control_type,Paraffin,0.264652267315014,0.461732070607409,262,40,0.567030817832947,PCR,0.8069991419061254
Paracoccus__contaminans,Control_type,Buffer,-0.662149317893348,1.15785077511784,262,66,0.567906468333258,PCR,0.8071990967377569
Burkholderia__sp.__2002721687,Control_type,Paraffin,0.366999857368885,0.642574255829134,262,37,0.568405794015756,PCR,0.8073862378128074
Novosphingobium__sp.__THN1,Control_type,Buffer,0.546461528559243,0.961275002402753,262,121,0.570210289496312,PCR,0.8084080950527642
Streptococcus__toyakuensis,Control_type,Paraffin,-0.614591727542677,1.08134677517438,262,153,0.570290332954156,PCR,0.8084080950527642
Bradyrhizobium__sp.__41S5,Control_type,Paraffin,-0.494135952055206,0.871028200114478,262,40,0.571006211154335,PCR,0.8084080950527642
Burkholderia__sp.__JP2.270,Control_type,Paraffin,0.303870871604697,0.536244950388858,262,40,0.571438750732443,PCR,0.8084080950527642
Methylobacterium__sp.__17Sr1.1,Control_type,Buffer,0.304013997708496,0.53686517641327,262,29,0.571702081792768,PCR,0.8084080950527642
Sphingomonas__lutea,Control_type,Paraffin,-0.412362233152393,0.729519063614962,262,37,0.572397289971682,PCR,0.80876944815609
Burkholderia__dolosa,Control_type,Paraffin,0.351345125077571,0.622542446274722,262,47,0.572995562943242,PCR,0.80876944815609
Candidatus__Vallotia__cooleyia,Control_type,Paraffin,0.244270136322746,0.433724212821357,262,36,0.57379687993803,PCR,0.80876944815609
Moraxella__sp.__DOX410,Control_type,Buffer,-0.517207606701423,0.918355227199158,262,84,0.573799089356643,PCR,0.80876944815609
Fenollaria__sporofastidiosus,Control_type,Paraffin,0.326047546301272,0.580180558454569,262,28,0.574624069256983,PCR,0.8094127364261285
Staphylococcus__epidermidis,Control_type,Buffer,-0.694633533954423,1.24419400193923,262,161,0.577127486704431,PCR,0.8115555833149772
Streptococcus__sp.__FSL__R7.0248,Control_type,Paraffin,-0.517952926222906,0.929454370492928,262,84,0.577832893682121,PCR,0.8115555833149772
Sphingomonas__taxi,Control_type,Buffer,-0.672412693612809,1.2119545583022,262,172,0.579504422233997,PCR,0.8115555833149772
Neisseria__macacae,Control_type,Paraffin,0.508266902124003,0.917005002192796,262,44,0.579879027307648,PCR,0.8115555833149772
Emergencia__timonensis,Control_type,Paraffin,0.410180872268244,0.740286781813748,262,52,0.580005206055678,PCR,0.8115555833149772
Xanthomonas__oryzae,Control_type,Buffer,-0.315173441892094,0.570408796736495,262,38,0.581060824247306,PCR,0.8115555833149772
Anaerobutyricum__hallii,Control_type,Paraffin,0.512667929844211,0.928034195693525,262,35,0.581140198349855,PCR,0.8115555833149772
Sphingomonas__naphthae,Control_type,Buffer,-0.333444196516061,0.603663441211423,262,41,0.581178375660326,PCR,0.8115555833149772
X.Ruminococcus.__torques,Control_type,Paraffin,0.371517249076678,0.675738250772414,262,29,0.582939578798898,PCR,0.8115555833149772
Butyrivibrio__crossotus,Control_type,Paraffin,-0.204124430782021,0.371304466856812,262,31,0.582970504666946,PCR,0.8115555833149772
Burkholderia__oklahomensis,Control_type,Paraffin,0.325282546619322,0.591745051222313,262,38,0.583004046918654,PCR,0.8115555833149772
Sphingomonas__hengshuiensis,Control_type,Buffer,-0.296742940293455,0.539498799967926,262,51,0.582775293202249,PCR,0.8115555833149772
Ruminococcus__sp.__FMBCY1,Control_type,Paraffin,0.328496955166161,0.597718972197741,262,28,0.583083649446742,PCR,0.8115555833149772
Burkholderia__latens,Control_type,Paraffin,0.25245663383041,0.4608458262351,262,35,0.584298671962025,PCR,0.8115555833149772
Janthinobacterium__sp.__LM6,Control_type,Paraffin,0.497434551611396,0.906963913290945,262,55,0.58385321107548,PCR,0.8115555833149772
Burkholderia__sp.__MS455,Control_type,Paraffin,0.317379115646711,0.579533663429971,262,38,0.584412355822083,PCR,0.8115555833149772
Burkholderia__sp.__MS389,Control_type,Paraffin,0.278924589121972,0.508640539143062,262,38,0.583913897594931,PCR,0.8115555833149772
Mycetohabitans__endofungorum,Control_type,Paraffin,0.224188777074526,0.409622260618925,262,31,0.584645233517438,PCR,0.8115555833149772
Roseburia__sp.__499,Control_type,Paraffin,0.337598062832647,0.617669239445369,262,30,0.585151815049901,PCR,0.8117456638342279
Mycetohabitans__rhizoxinica,Control_type,Paraffin,0.223613584865601,0.411157996578984,262,29,0.587009138172942,PCR,0.8134575165164126
Burkholderia__plantarii,Control_type,Paraffin,0.264121058594895,0.486756625887396,262,32,0.587867522181943,PCR,0.8134575165164126
Streptococcus__sp.__S1,Control_type,Buffer,-0.447009012848542,0.823756863397453,262,101,0.587845117878187,PCR,0.8134575165164126
Bacillus__anthracis,Control_type,Buffer,-0.358083502833304,0.6633472709141,262,43,0.589795216394796,PCR,0.8149561270070323
Burkholderia__sp.__NRF60.BP8,Control_type,Paraffin,0.219385555485624,0.406704120573596,262,36,0.590063862450447,PCR,0.8149561270070323
Staphylococcus__nepalensis,Control_type,Buffer,0.244238999646361,0.453727092098906,262,29,0.59084115060703,PCR,0.8150045017167323
Enterococcus__faecalis,Control_type,Paraffin,-0.48896509262742,0.918321086541749,262,61,0.594872406156918,PCR,0.8159524071958726
Listeria__monocytogenes,Control_type,Buffer,0.414152884204104,0.77604330433496,262,31,0.594031273856342,PCR,0.8159524071958726
Mediterraneibacter__gnavus,Control_type,Paraffin,0.48286851116058,0.90445374033074,262,37,0.593888783458268,PCR,0.8159524071958726
Telluria__mixta,Control_type,Paraffin,0.402898533553223,0.75161988773978,262,45,0.59239615330612,PCR,0.8159524071958726
Klebsiella__electrica,Control_type,Paraffin,0.30173762302862,0.565389425265553,262,56,0.594025288231199,PCR,0.8159524071958726
Burkholderia__sp.__IDO3,Control_type,Paraffin,0.317631556411074,0.596167564866757,262,33,0.594641778749866,PCR,0.8159524071958726
Sphingomonas__sp.__PAMC26645,Control_type,Buffer,-0.506529471928202,0.951115366759483,262,98,0.594797614434858,PCR,0.8159524071958726
Brevundimonas__sp.__PAMC22021,Control_type,Paraffin,0.539182924106057,1.0198303660279,262,56,0.597472589288529,PCR,0.8169675006709898
Sphingomonas__donggukensis,Control_type,Buffer,0.409418308741091,0.774203026370931,262,75,0.597384694371278,PCR,0.8169675006709898
Streptococcus__sp.__FSL__R7.0248,Control_type,Buffer,0.430049678909933,0.813251054624501,262,84,0.5974002178201,PCR,0.8169675006709898
Aggregatibacter__sp.__2125159857,Control_type,Paraffin,0.395979872425293,0.75054486320149,262,30,0.598240975181345,PCR,0.8175078484310679
Escherichia__fergusonii,Control_type,Paraffin,-0.627321000474462,1.19145327198936,262,105,0.598984575649175,PCR,0.8175078484310679
Sphingomonas__sp.__NBWT7,Control_type,Paraffin,0.65975992789906,1.25281091832699,262,147,0.598910913915728,PCR,0.8175078484310679
Staphylococcus__xylosus,Control_type,Paraffin,0.284296302151551,0.540919700332981,262,31,0.599635349379137,PCR,0.8178877187804875
Pseudomonas__fluorescens,Control_type,Paraffin,-0.323573513786869,0.618683683312512,262,34,0.601424427384668,PCR,0.8194213640959446
Bradyrhizobium__roseus,Control_type,Buffer,-0.270932904212382,0.518681916746479,262,31,0.601879171350983,PCR,0.8194213640959446
Telluria__mixta,Control_type,Buffer,0.3426346782658,0.657649999598099,262,45,0.602818162189161,PCR,0.8196833957692985
Rothia__dentocariosa,Control_type,Paraffin,0.299603002544382,0.57786158726847,262,32,0.604579302771113,PCR,0.8210475765519438
Staphylococcus__caprae,Control_type,Buffer,0.584065715733659,1.12765694289831,262,126,0.604943068698108,PCR,0.8210475765519438
Burkholderia__sp.__MSMB0856,Control_type,Paraffin,0.239321867147414,0.464334305058693,262,29,0.606712352191366,PCR,0.8229402874689559
Enterobacter__hormaechei,Control_type,Paraffin,0.471471912509238,0.916643050126301,262,65,0.607453663625999,PCR,0.8229477367144474
Peptonophilus__genitalis,Control_type,Buffer,-0.471943936270784,0.918554387150107,262,64,0.607842089686168,PCR,0.8229477367144474
Sphingomonas__sp.__AP4.R1,Control_type,Buffer,0.314552557638287,0.615757342132549,262,46,0.609904389619229,PCR,0.8246972401378525
Klebsiella__pneumoniae,Control_type,Paraffin,0.652956290080718,1.27948181497627,262,88,0.610260935894358,PCR,0.8246972401378525
Paracoccus__sp.__SMMA_5_TC,Control_type,Paraffin,0.565527522438876,1.11058600143884,262,57,0.611039863138605,PCR,0.8248787415662941
Burkholderia__singularis,Control_type,Paraffin,0.237090026661065,0.46592010137441,262,35,0.611285746900095,PCR,0.8248787415662941
Sphingomonas__qomolangmaensis,Control_type,Paraffin,0.365127766866434,0.71829274854763,262,47,0.611661622592243,PCR,0.8248787415662941
Porphyromonas__sp.__oral__taxon__275,Control_type,Buffer,-0.336925597153328,0.664975346549388,262,41,0.612819814615741,PCR,0.8248787415662941
Sphingomonas__lacunae,Control_type,Buffer,0.168415099766478,0.332585373721691,262,29,0.613024638541061,PCR,0.8248787415662941
Burkholderia__territorii,Control_type,Paraffin,0.239041266801835,0.473800913704288,262,34,0.614331128077664,PCR,0.8261305310830068
Massilia__sp.__NP310,Control_type,Paraffin,0.540930105696616,1.07522398517564,262,41,0.61533638471833,PCR,0.8265959679959064
Brucella__sp.__JSBI001,Control_type,Paraffin,-0.401103316529077,0.797700773718849,262,46,0.615520120238366,PCR,0.8265959679959064
Veillonella__rogosae,Control_type,Buffer,0.461817199181664,0.920542232230395,262,108,0.616324128464357,PCR,0.8265959679959064
Massilia__litorea,Control_type,Paraffin,-0.505803996636782,1.00889438796851,262,43,0.616559287603504,PCR,0.8265959679959064
Sphingomonas__sp.__PAMC26645,Control_type,Paraffin,0.543988809309309,1.08701775355921,262,98,0.617194171730638,PCR,0.8269422825628316
Lactococcus__raffinolactis,Control_type,Paraffin,0.182531345114262,0.367061168427666,262,30,0.619420033110422,PCR,0.8289130973250987
Bacillus__licheniformis,Control_type,Buffer,-0.252047609934565,0.508545353285136,262,34,0.6205844525498,PCR,0.8291715682060057
Fenollaria__massiliensis,Control_type,Paraffin,0.291436732384338,0.584805768296263,262,27,0.618666720539302,PCR,0.8284098282343337
Variovorax__sp.__PAMC28562,Control_type,Paraffin,0.335967685193422,0.678180722522705,262,31,0.620745928110507,PCR,0.8291715682060057
Bacillus__licheniformis,Control_type,Paraffin,-0.287376476909004,0.581210068547631,262,34,0.621415890532138,PCR,0.8295618818289209
Acinetobacter__ursingii,Control_type,Buffer,-0.25242674998192,0.512421060502604,262,38,0.622706256268934,PCR,0.8302750083585827
Bacillus__amyloliquefaciens,Control_type,Paraffin,-0.333122365690918,0.677468484077347,262,39,0.62334118533678,PCR,0.83061725910168
Lactococcus__raffinolactis,Control_type,Buffer,0.155907992286743,0.321170023846558,262,30,0.62778117720894,PCR,0.8349028553121811
Sphingosinicella__sp.__BN140058,Control_type,Buffer,0.404163098674582,0.833294459211721,262,79,0.628078104269447,PCR,0.8349028553121811
Sphingomonas__suaedae,Control_type,Buffer,-0.393720460359737,0.818958315168552,262,89,0.631099368049433,PCR,0.8379046023195615
Bradyrhizobium__pachyrhizi,Control_type,Paraffin,-0.347207616952726,0.724073549945199,262,27,0.631978266560535,PCR,0.8385645156295679
Enterocloster__asparagiformis,Control_type,Paraffin,0.294634594604942,0.615742925659643,262,38,0.632700920495958,PCR,0.8386811949676785
Aquibium__oceanicum,Control_type,Paraffin,-0.266678901188313,0.557531327280487,262,31,0.632830027350384,PCR,0.8386811949676785
Burkholderia__orbicola,Control_type,Paraffin,0.256820184545026,0.537603199642852,262,31,0.633261925872206,PCR,0.8386950898281441
Lacrimispora__saccharolytica,Control_type,Paraffin,-0.376058903432592,0.789329034711353,262,39,0.634175462332648,PCR,0.8386950898281441
Novosphingobium__ginsenosidimutans,Control_type,Buffer,0.438743609194243,0.921719778330728,262,116,0.634476482734513,PCR,0.8386950898281441
Blautia__massiliensis__.ex__Durand__et__al.__2017.,Control_type,Paraffin,0.310612519532823,0.655069852317071,262,32,0.635784984542505,PCR,0.8386950898281441
Blautia__parvula,Control_type,Paraffin,0.250709188996511,0.530202156348156,262,27,0.636718927199253,PCR,0.8386950898281441
Aminipila__terrae,Control_type,Buffer,0.368350619279647,0.780883983355263,262,61,0.637535733223134,PCR,0.8386950898281441
Blastomonas__marina,Control_type,Paraffin,0.27903185680064,0.592651543908606,262,33,0.638170613604611,PCR,0.8386950898281441
Burkholderia__seminalis,Control_type,Paraffin,0.210829664999243,0.4489357817846,262,31,0.639025582858923,PCR,0.8386950898281441
Lachnoanaerobaculum__umeaense,Control_type,Paraffin,0.261870041993156,0.558920007169914,262,34,0.639805275540206,PCR,0.8386950898281441
Sphaerotilus__sulfidivorans,Control_type,Paraffin,0.351700276276935,0.747814121710493,262,36,0.638537968954698,PCR,0.8386950898281441
Haemophilus__sp.__oral__taxon__036,Control_type,Paraffin,0.330445517205044,0.703772870325531,262,40,0.639087429270291,PCR,0.8386950898281441
Bradyrhizobium__arachidis,Control_type,Buffer,0.234368519380546,0.499367141521457,262,27,0.63923247739471,PCR,0.8386950898281441
Novosphingobium__decolorationis,Control_type,Buffer,-0.370073868345313,0.789027745516254,262,64,0.639450825492908,PCR,0.8386950898281441
Streptococcus__sp.__SP4011,Control_type,Paraffin,0.527168628762564,1.1267649039173,262,140,0.640282502177151,PCR,0.8386950898281441
Shigella__dysenteriae,Control_type,Paraffin,0.311282369158858,0.667370651748664,262,61,0.641303677868303,PCR,0.8386950898281441
Sphingobium__sp.__SYK.6,Control_type,Paraffin,-0.306065253841268,0.656354378704123,262,33,0.641389464744635,PCR,0.8386950898281441
Roseateles__amylovorans,Control_type,Paraffin,0.491977653128632,1.05565571674036,262,62,0.641583244046804,PCR,0.8386950898281441
Caballeronia__sp.__SBC1,Control_type,Paraffin,0.233478065123567,0.502581053751315,262,30,0.642642839296579,PCR,0.8386950898281441
Haemophilus__haemolyticus,Control_type,Paraffin,0.403969313459302,0.872400027999273,262,48,0.64371823941196,PCR,0.8386950898281441
Sphingomonas__naphthae,Control_type,Paraffin,0.319643915685654,0.689919331244916,262,41,0.643538525183315,PCR,0.8386950898281441
Bradyrhizobium__sp.__170,Control_type,Buffer,-0.276321936838331,0.599975523595983,262,38,0.64550862894909,PCR,0.8386950898281441
Pseudomonas__protegens,Control_type,Buffer,0.249260157790511,0.542550648858664,262,27,0.646320435631384,PCR,0.8386950898281441
Staphylococcus__hominis,Control_type,Paraffin,0.668380879136089,1.46505059834873,262,113,0.648620787653071,PCR,0.8386950898281441
Enterococcus__cecorum,Control_type,Buffer,-0.294938041001453,0.645697790650665,262,29,0.648220737047613,PCR,0.8386950898281441
Staphylococcus__chromogenes,Control_type,Buffer,0.316188717253347,0.69198258555312,262,52,0.648107682975564,PCR,0.8386950898281441
Methylorubrum__populi,Control_type,Buffer,-0.467199765452922,1.02608500099815,262,59,0.649263047681168,PCR,0.8386950898281441
Veillonella__rodentium,Control_type,Buffer,0.481241975216359,1.04996258432009,262,74,0.647095577685681,PCR,0.8386950898281441
Comamonas__thiooxydans,Control_type,Paraffin,-0.473556932421464,1.03670879762444,262,74,0.648210223978887,PCR,0.8386950898281441
Massilia__oculi,Control_type,Paraffin,-0.270047737344026,0.593071490890659,262,33,0.649252339339898,PCR,0.8386950898281441
Methylobacterium__indicum,Control_type,Paraffin,-0.475143756613928,1.03907699214953,262,43,0.647861328866434,PCR,0.8386950898281441
Streptococcus__himalayensis,Control_type,Paraffin,-0.409790911275016,0.897178768133815,262,110,0.648234445514928,PCR,0.8386950898281441
Sphingomonas__cannabina,Control_type,Buffer,-0.31139614341642,0.683661326165345,262,77,0.6491478469044,PCR,0.8386950898281441
Roseburia__intestinalis,Control_type,Paraffin,0.339707285765256,0.747874617034762,262,35,0.650047980887158,PCR,0.8392153827326272
Anaeromicropila__herbilytica,Control_type,Paraffin,-0.211135996320656,0.465721186148251,262,28,0.650678765045706,PCR,0.8395361739367627
Sphingomonas__sp.__HMP6,Control_type,Paraffin,0.599734672384376,1.32456035095546,262,186,0.651090522532053,PCR,0.8395741558898346
Delftia__acidovorans,Control_type,Paraffin,0.462331072205188,1.02382214936377,262,92,0.651958504416537,PCR,0.8401852392480974
Candidatus__Vallotia__lariciata,Control_type,Paraffin,0.200186953973447,0.443816486662252,262,28,0.652329614261387,PCR,0.8401852392480974
Vescimonas__coprocola,Control_type,Paraffin,0.235032298177015,0.522397943847751,262,32,0.653155734778192,PCR,0.8407561509806035
Moraxella__osloensis,Control_type,Buffer,-0.58778929489887,1.3126904572261,262,122,0.654694638373075,PCR,0.8408112448143417
Acidovorax__sp.__KKS102,Control_type,Buffer,-0.295300603893422,0.661659579758169,262,30,0.655755715764796,PCR,0.8408112448143417
Aminipila__terrae,Control_type,Paraffin,-0.398059652526924,0.892462453076799,262,61,0.655956929304992,PCR,0.8408112448143417
Neotabrizicola__shimadae,Control_type,Paraffin,0.51165522258434,1.14598964807046,262,57,0.655631920309176,PCR,0.8408112448143417
Actinomyces__oris,Control_type,Buffer,0.227932291888847,0.51151578941365,262,28,0.656261600005361,PCR,0.8408112448143417
Lysinibacillus__sphaericus,Control_type,Paraffin,0.242536624874359,0.548209778889756,262,38,0.658561956537278,PCR,0.8432665052803864
Paenacidovorax__monticola,Control_type,Buffer,-0.217496862480258,0.496020824784128,262,27,0.661405752291231,PCR,0.8455127950945339
Neisseria__gonorrhoeae,Control_type,Paraffin,0.313662950044984,0.717918033655673,262,41,0.662547561787285,PCR,0.8455127950945339
Paraburkholderia__acidiphila,Control_type,Paraffin,0.246182898389763,0.563784103770412,262,38,0.662724808268014,PCR,0.8455127950945339
Methylobacterium__durans,Control_type,Paraffin,-0.25908066791687,0.595692197997064,262,29,0.663984206219122,PCR,0.8455127950945339
Subdoligranulum__variabile,Control_type,Paraffin,0.389744164390513,0.898320857288523,262,36,0.664756575847975,PCR,0.8455127950945339
Streptococcus__pseudopneumoniae,Control_type,Paraffin,0.399876274788397,0.921075272516483,262,128,0.664551929611984,PCR,0.8455127950945339
Streptococcus__sp.__116.D4,Control_type,Paraffin,0.568892008262917,1.31029122916711,262,124,0.664529105148516,PCR,0.8455127950945339
Bradyrhizobium__cosmicum,Control_type,Buffer,-0.298656666528975,0.689223689114543,262,39,0.665144820883969,PCR,0.8455127950945339
Morganella__morganii,Control_type,Paraffin,-0.226103979897311,0.527247969075037,262,54,0.668401736012801,PCR,0.8455127950945339
Prevotella__corporis,Control_type,Buffer,-0.255185179348651,0.593639241816005,262,35,0.667654907894924,PCR,0.8455127950945339
Granulicatella__adiacens,Control_type,Buffer,-0.577352468950093,1.33908556995017,262,123,0.666719028770707,PCR,0.8455127950945339
Lachnoanaerobaculum__gingivalis,Control_type,Paraffin,0.362559230685216,0.844036390837615,262,37,0.667881398176031,PCR,0.8455127950945339
Sphingomonas__changnyeongensis,Control_type,Buffer,-0.348606964840657,0.811710181479358,262,113,0.667940849660318,PCR,0.8455127950945339
Sphingomonas__sp.__NIBR02145,Control_type,Buffer,0.378082674198599,0.877089722440232,262,97,0.666783860390921,PCR,0.8455127950945339
Sphingomonas__sp.__C3.2,Control_type,Paraffin,0.365478122630992,0.852221887979752,262,74,0.668390676034388,PCR,0.8455127950945339
Lactococcus__cremoris,Control_type,Paraffin,0.410056836552258,0.974374402125526,262,43,0.674224163489951,PCR,0.8514067067417667
Qipengyuania__flava,Control_type,Paraffin,0.310986995312339,0.738175062387824,262,50,0.67389562338503,PCR,0.8514067067417667
Sphingobium__sp.__V4,Control_type,Paraffin,0.311845629469869,0.740725446829965,262,37,0.674108095676956,PCR,0.8514067067417667
Aggregatibacter__segnis,Control_type,Paraffin,-0.33310243570776,0.795433483733672,262,38,0.675736499492226,PCR,0.8528260648763957
Brevundimonas__nasdae,Control_type,Buffer,0.225223812354664,0.543377339623338,262,37,0.678863280569345,PCR,0.8557855155830086
Aquabacterium__olei,Control_type,Paraffin,0.428770556995151,1.03577952756142,262,61,0.679250525346623,PCR,0.8557855155830086
Ralstonia__wenshanensis,Control_type,Paraffin,0.331641479832126,0.804765407678273,262,53,0.680613120633831,PCR,0.8570105578623238
Alicycliphilus__denitrificans,Control_type,Paraffin,-0.251921052535588,0.615005536873459,262,28,0.682424299176707,PCR,0.8579431629241088
Enterobacter__kobei,Control_type,Paraffin,0.194771509463694,0.474482400365628,262,33,0.681787991092493,PCR,0.8579431629241088
Burkholderia__humptydooensis,Control_type,Paraffin,0.142414659451656,0.347789268517387,262,27,0.682525822235163,PCR,0.8579431629241088
Citrobacter__koseri,Control_type,Paraffin,0.160239782642446,0.396641168629423,262,33,0.686556020568546,PCR,0.8608177699539666
Blautia__producta,Control_type,Paraffin,-0.244307622684042,0.603674087734322,262,39,0.686035104924675,PCR,0.8608177699539666
Janthinobacterium__sp.__J1.1,Control_type,Paraffin,-0.290762745569085,0.719978033821389,262,52,0.686660561860479,PCR,0.8608177699539666
Abiotrophia__defectiva,Control_type,Buffer,0.480287090043229,1.1928753415351,262,74,0.687556634107124,PCR,0.8608177699539666
Croceicoccus__sp.__YJ47,Control_type,Buffer,-0.195466626849614,0.485420660154892,262,44,0.687523584931321,PCR,0.8608177699539666
Alkaliphilus__oremlandii,Control_type,Paraffin,0.193210462313045,0.481485088421245,262,28,0.688548544059796,PCR,0.8615684346184115
Herbaspirillum__frisingense,Control_type,Paraffin,-0.227973852596173,0.571275425457238,262,31,0.690180801147288,PCR,0.8631190428926221
Selenomonas__sputigena,Control_type,Paraffin,0.332060368804721,0.835707842141283,262,32,0.69144765063956,PCR,0.8641011608537205
Massilia__litorea,Control_type,Buffer,0.349894415589239,0.882759230649477,262,43,0.692166335418027,PCR,0.8641011608537205
Methylobacterium__bullatum,Control_type,Paraffin,-0.336856141349583,0.850953700161377,262,34,0.692540092487499,PCR,0.8641011608537205
Streptococcus__sp.__29892,Control_type,Paraffin,0.220306322949266,0.559824596761359,262,35,0.694257533090589,PCR,0.8657521537007005
Bacillus__anthracis,Control_type,Paraffin,-0.297131176804733,0.758131227251029,262,43,0.695439115562763,PCR,0.8658117402952669
Citrobacter__portucalensis,Control_type,Paraffin,0.172351250577622,0.439827248898264,262,36,0.69548675001207,PCR,0.8658117402952669
Streptococcus__sp.__FSL__W8.0197,Control_type,Paraffin,0.610016675880476,1.55672341094632,262,142,0.695488119253575,PCR,0.8658117402952669
Acinetobacter__lwoffii,Control_type,Paraffin,0.378912458097146,0.976906703820814,262,57,0.698434817640381,PCR,0.8689874558290518
Sphingomonas__sp.__SUN039,Control_type,Paraffin,0.278893528118846,0.722642011638451,262,40,0.699864640392884,PCR,0.8700349154913158
Streptococcus__thermophilus,Control_type,Paraffin,0.522825340688134,1.35864336367596,262,172,0.70069453143097,PCR,0.8700349154913158
Enterobacter__bugandensis,Control_type,Paraffin,0.204165733327522,0.531534779818735,262,44,0.701218681404996,PCR,0.8700349154913158
Massilia__sp.__Se16.2.3,Control_type,Buffer,0.166414621661799,0.433311128728843,262,30,0.701257650464292,PCR,0.8700349154913158
Streptococcus__sp.__KS__6,Control_type,Paraffin,0.268870227765934,0.701389787950082,262,30,0.701786388319455,PCR,0.870199270891882
Massilia__sp.__PAMC28688,Control_type,Paraffin,0.24690803874974,0.645091530324178,262,32,0.702223589860917,PCR,0.8702500018818137
Lactobacillus__taiwanensis,Control_type,Buffer,-0.163003024928569,0.42831573412541,262,30,0.703839831823434,PCR,0.8712696001602448
Paracoccus__sp.__AK26,Control_type,Buffer,-0.357025140019369,0.94265673739857,262,66,0.705192240965473,PCR,0.8719606763289294
Klebsiella__quasipneumoniae,Control_type,Paraffin,-0.405783999857167,1.07914591942505,262,136,0.707211002324106,PCR,0.8729923887750691
Blautia__pseudococcoides,Control_type,Paraffin,0.239461009751824,0.637862771692415,262,31,0.707665326290066,PCR,0.8729923887750691
Blautia__argi,Control_type,Paraffin,-0.262352184385103,0.698478945022623,262,47,0.707521610944579,PCR,0.8729923887750691
Sphaerotilus__microaerophilus,Control_type,Buffer,0.21346296700138,0.570303867669398,262,32,0.708493282265876,PCR,0.8729923887750691
Mogibacterium__neglectum,Control_type,Paraffin,-0.35606407129034,0.954655359736635,262,60,0.709474522981796,PCR,0.8729923887750691
Acinetobacter__sp.__NEB149,Control_type,Buffer,-0.237248885871369,0.635964283734819,262,38,0.709417114171471,PCR,0.8729923887750691
Megasphaera__stantonii,Control_type,Buffer,-0.222990662762275,0.599153503790328,262,51,0.710069580364933,PCR,0.8729923887750691
Sphingomonas__sanguinis,Control_type,Buffer,0.300019400676409,0.808246308427819,262,114,0.71079708157091,PCR,0.8729923887750691
Mannheimia__varigena,Control_type,Paraffin,0.142350255135567,0.38559799196183703,262,27,0.712308016658567,PCR,0.874359085848079
Qipengyuania__flava,Control_type,Buffer,0.234015086795696,0.645886088701729,262,50,0.717414564265737,PCR,0.8782146684446396
Sphingomonas__lutea,Control_type,Buffer,-0.230999204296009,0.63831229018688,262,37,0.717732332620407,PCR,0.8782146684446396
Aquisediminimonas__profunda,Control_type,Buffer,-0.242778749352503,0.671150965639238,262,37,0.717848510864357,PCR,0.8782146684446396
Lactobacillus__johnsonii,Control_type,Buffer,-0.181259446250009,0.502728759754214,262,30,0.718732309178048,PCR,0.8783172793294404
Sphingopyxis__sp.__QXT.31,Control_type,Buffer,-0.194244453576094,0.542235394665684,262,32,0.720467144328029,PCR,0.87945850413805
X.Ruminococcus.__lactaris,Control_type,Paraffin,0.237790216438753,0.666699196258334,262,36,0.721634222207474,PCR,0.8803937510931182
Mesorhizobium__sp.__M2A.F.Ca.ET.043.02.1.1,Control_type,Paraffin,-0.172582265559453,0.48605874757045,262,27,0.722833528625156,PCR,0.8813672564468865
Streptococcus__sp.__FDAARGOS_192,Control_type,Paraffin,-0.397593091460094,1.13786009586883,262,110,0.72705994843921,PCR,0.8860286608060517
Sphingomonas__profundi,Control_type,Buffer,0.198584072196609,0.572981134945997,262,42,0.729191220647496,PCR,0.8874077264455965
Streptococcus__sp.__DTU_2020_1000888_1_SI_GRL_NUU_041A,Control_type,Paraffin,-0.231516503477047,0.66854877073248,262,42,0.729403891727824,PCR,0.8874077264455965
Enterobacter__cloacae,Control_type,Paraffin,0.211305525579338,0.613405907340489,262,41,0.73076881238329106,PCR,0.8885760310042675
Sinanaerobacter__sp.__ZZT.01,Control_type,Paraffin,-0.292215296938394,0.855688381080039,262,62,0.733009355325597,PCR,0.8898185304029563
Sphingomonas__sp.__7.4.4,Control_type,Buffer,-0.31178464052428,0.91474339011244,262,165,0.733500707433137,PCR,0.8898185304029563
Paracoccus__sp.__MA,Control_type,Paraffin,0.183391379757492,0.539316138596632,262,29,0.734102004822643,PCR,0.8898185304029563
